length,0dig,10dig,20dig,30dig,40dig,50dig,60dig,70dig,80dig,85dig
662.38,5491.8,5427.6,5175,4873,4426.4,3858.6,3182,2294,998.4,10
662.83,5576.4,5513.2,5179.6,4861.4,4426.8,3896.8,3203.2,2279.8,943.6,37.2
663.28,5551,5405.4,5197,4868.2,4452.8,3863.2,3120.4,2299.8,987.6,-10.8
663.73,5541.8,5459.2,5219.4,4940.2,4424.4,3818.4,3202.2,2283.6,963.6,24
664.18,5544.4,5485.2,5259,4884,4413.6,3858.4,3194.8,2321.2,970,29
664.63,5635.4,5500,5255.8,4930.6,4400.2,3883,3221.4,2346.8,991,17.8
665.08,5525.4,5454.6,5294.2,4904.6,4430.8,3954.6,3208,2319.8,1011,22.2
665.53,5571,5499.2,5236.6,4906.2,4528.6,3905.8,3213.6,2293.6,1007.4,3.4
665.98,5604.6,5538.2,5294.6,4948.2,4499.8,3921.6,3221.2,2376,1032.4,36.2
666.43,5543.6,5599.4,5278,4943.4,4515.6,3972,3286,2407.8,1024.6,-4.6
666.88,5617.4,5517.8,5266,5004.8,4489.8,3956.2,3260,2396.2,1038.4,-4
667.33,5606.6,5510.2,5319.4,5014,4520.8,3947.4,3296.8,2370.8,1045.4,6.8
667.77,5619.2,5592,5329.2,5075.4,4568.4,4001.8,3320.2,2401.6,1035.8,-12.4
668.22,5692,5641.2,5387,5090.6,4644.4,3985.6,3269.6,2396.6,1048.6,-5.2
668.67,5660.2,5629.2,5354.8,5093.2,4639,4009,3309.4,2374.4,1051.2,7.4
669.12,5730.4,5617.2,5403.6,5096.6,4585,4002.2,3334,2435.8,1038.6,12.2
669.56,5781.2,5687,5398.6,5026.8,4592.8,4015.8,3322.6,2481,1063.2,6
670.01,5783.4,5710,5352,5026,4607.2,4035.2,3299.2,2445.2,1007,11.6
670.46,5695,5673.2,5342.6,5063.6,4522.8,4063.2,3370.4,2428,1075.6,21
670.91,5720.6,5683.2,5385.2,5075.4,4553.8,4067.6,3353.8,2504.6,1080.8,-0.4
671.35,5718.6,5707,5391.2,5166.2,4645.6,4084.6,3336.8,2487.4,1079.8,14.2
671.8,5837.8,5771.8,5523,5170.2,4682.8,4108.4,3370.2,2468.8,1081.8,24.2
672.25,5781.6,5796.4,5518.8,5213.6,4714.8,4105.8,3432,2466,1046.4,14.2
672.69,5814,5740.2,5494.6,5184.6,4678.6,4126,3396.2,2428,1050.2,-8.6
673.14,5767.4,5738.2,5511.6,5200.2,4770.8,4108.8,3334.2,2474.2,1084.8,-13.6
673.58,5832,5767.8,5585.2,5162,4794.4,4169.6,3420.2,2495.6,1110.6,5
674.03,5780.8,5810.6,5588.8,5179.2,4801.8,4189.8,3460,2466.6,1084.2,27.4
674.47,5793.8,5766.2,5541.2,5154.4,4755.2,4130.2,3464.4,2484.4,1100.8,12
674.92,5859.8,5743.4,5548,5188.4,4698.6,4171.4,3431.6,2476.6,1094.6,27.6
675.36,5930.2,5774.8,5594.2,5241.4,4763,4182.2,3515,2477,1062.6,20.4
675.81,5881.8,5855.6,5558.6,5239.4,4748.8,4129,3521.6,2526.4,1157.8,-17.8
676.25,5851.8,5837,5555.8,5221,4767.8,4157.4,3454.6,2540,1089.6,-4.8
676.7,5983.4,5791.8,5619.4,5282.4,4796.8,4200.4,3485.8,2555.2,1082.6,19
677.14,6012.6,5893.2,5665.2,5205.2,4833.8,4244,3511.4,2601.2,1092.6,-12
677.58,5930,5926.2,5693.8,5276,4760.6,4227,3509.8,2534.2,1088.6,32.4
678.03,5904.4,5907.2,5701.4,5333.2,4830,4244.2,3537,2542.8,1114.8,-5.2
678.47,5955.4,5917,5687.6,5320.8,4862.2,4311.2,3498.6,2584.4,1114.4,19.2
678.91,5968.2,5879.6,5678,5294,4823.8,4253.6,3485,2587.6,1108.2,24.2
679.36,5907.4,5873,5730,5364.4,4881.2,4277.2,3532.8,2575.8,1118.8,10.8
679.8,6014.6,5913.2,5785.6,5415.2,4912.6,4361,3519.8,2549.2,1171.8,22.2
680.24,6014.4,5891.6,5789.4,5362.6,4936.8,4319.4,3587.2,2588.6,1089.2,-13.2
680.68,6108,5948,5766,5379.6,4909.2,4381.2,3613.8,2595.4,1104.6,10.2
681.12,6035.4,6001.4,5758.4,5424.6,4886,4331.4,3620,2631.8,1132,16.6
681.57,5977.6,5973.4,5820.4,5413.8,4902.2,4261,3617.8,2634.4,1122.2,1.4
682.01,5975.2,5982.8,5763.8,5387.6,4956,4346.6,3535,2674.8,1150.6,-16.6
682.45,6033.2,6000.8,5765.4,5370.2,4963.2,4376.4,3632,2655.6,1145.2,-23.2
682.89,5996,6012.4,5680.4,5390.4,4944,4303.4,3579,2689.4,1187,36.4
683.33,6020.2,5993,5784.8,5439.6,4951.6,4337.2,3587.2,2705.8,1153.2,-5.8
683.77,6057.8,6029.8,5790.4,5347.8,4918.2,4409.6,3616.8,2688.2,1178.2,-18.2
684.21,6145.4,6049.2,5737.2,5403.6,4970.4,4439,3639.2,2708.6,1174.2,4
684.65,6149.2,6068.4,5793.8,5463.4,4953.6,4447.6,3586.4,2674.8,1163.2,-20.8
685.09,6129.2,6032.4,5833.4,5438.8,4904,4400.4,3636.2,2725.4,1167.4,-5
685.53,6056.2,6063.4,5768.2,5489.2,4992.8,4394.6,3638.8,2682,1162.4,5.2
685.97,6079.4,6065.8,5773.4,5462,5033.6,4391.6,3598.4,2707.8,1125.8,-0.8
686.41,6194.6,6130.6,5821.8,5460.6,5055.6,4448.8,3629.6,2705.4,1154.4,-11.2
686.85,6186.2,6054.4,5824.6,5424.4,4989.4,4405.6,3644,2742,1171.6,26
687.29,6136.8,6005.8,5803.6,5455,4963,4443.8,3671.6,2715.2,1182.4,49.2
687.73,6098.4,6084.6,5767.8,5496,5028.8,4382.2,3684,2795.8,1197.4,-32.8
688.17,6047.8,6047.6,5791.2,5502,5039.2,4392.4,3688.2,2759.8,1166.4,-13.8
688.61,6135.2,6042.2,5808.6,5457.8,5036.2,4422.6,3666,2724.8,1199.4,25.6
689.04,6154.2,6076,5806,5405.6,4969.2,4367.4,3635.8,2714.8,1155.4,-2.8
689.48,6001.6,6067,5783.6,5461,5026.2,4389.2,3653.6,2775.2,1179.4,-15.6
689.92,6034,6020.2,5870.4,5386.8,5010,4497.6,3728.2,2782.4,1132.4,-11.8
690.36,6081.4,6070,5781.6,5393.2,5031.8,4431.6,3751.4,2696.6,1166,29.6
690.8,6051,6142.2,5849.2,5415.4,5059.4,4497,3751,2742.4,1192.4,7.4
691.23,6070.2,6116.6,5915.8,5488.4,5125.2,4533,3737.2,2757.6,1200.8,8.6
691.67,6073.6,6010,5904.2,5494.8,5004.6,4525,3670.8,2730.4,1178.2,41.4
692.11,6086.6,6003.6,5775.2,5532.2,5019.2,4498,3711.4,2758,1183,-20.4
692.54,6101,6032.2,5876,5465.6,4971,4450.4,3722.4,2749,1192.6,3.2
692.98,6130.2,6098.8,5906.2,5487.8,5029,4432.6,3705,2799.4,1167.2,0.2
693.42,6045.4,5997.8,5786.8,5494,4969.4,4362,3701.8,2774.6,1149.2,20.2
693.85,6090.6,6047,5845,5498.4,4947.4,4397,3771,2789,1201.2,-5.4
694.29,6035.8,5967.4,5902.2,5473.6,4971.6,4387.2,3754.6,2713.4,1218.8,-18.8
694.72,6040.2,6048.4,5856.2,5442,5022.6,4496.2,3714.4,2806.2,1193.2,0.6
695.16,6127.8,6003.8,5832.8,5430.8,4937,4468.2,3717,2746,1163.6,28.8
695.59,6112.8,6023,5817.8,5406.4,4930.6,4400.8,3659,2738.8,1157.6,30.2
696.03,5987.4,5966.4,5813.4,5450,4990.4,4401.2,3662.8,2718.6,1150.4,17.4
696.46,6041.6,6083.6,5762.8,5483,4992,4410.8,3668.4,2736.6,1160.6,-14.8
696.9,6030.2,6012.4,5821,5446.4,4952.2,4336.8,3676.6,2668.2,1218.4,0.6
697.33,6083,5946.8,5835.8,5368.2,4991,4376.8,3654.8,2655.4,1183.4,8.8
697.76,6055.4,6001.6,5849.4,5350.8,4965.4,4413.2,3702.4,2696.6,1172.2,17.8
698.2,6036.4,6011.4,5807.2,5457.4,4913.4,4370,3705.6,2758.6,1171.4,25
698.63,6004.6,5940,5813.6,5395,4968,4432.4,3694.8,2730.8,1171.2,-3.4
699.07,6074.6,6015.6,5753.8,5444.6,4927.2,4404.6,3691.4,2723,1152.4,-15.8
699.5,6070,5925.8,5821,5415.8,4902,4433.8,3671.6,2749.6,1178.6,-6.4
699.93,6014.4,5986,5697.2,5398,4952.6,4407.8,3671.2,2792.6,1191.6,4
700.36,6010.4,5909.4,5741.8,5345.4,4923.8,4358.2,3669.6,2717.4,1153.8,-12.6
700.8,6020.4,5983.8,5687,5380.4,4970.8,4372.2,3667.2,2712.2,1195.2,9
701.23,5961.4,5937.2,5728,5409,4960.8,4321.2,3715,2694.6,1181.2,30.8
701.66,5898.8,5988.2,5690.2,5443.8,4946.8,4388.8,3675.8,2714,1176.2,8.8
702.09,5899.6,5913,5699,5370.6,4951,4321.4,3648.2,2725.8,1181.6,34.8
702.52,5960.6,5930.6,5693.4,5388.4,4933.6,4295.8,3590,2759.8,1158.2,18.4
702.96,5903.4,5856.8,5673.2,5325.4,4950,4403.4,3632.4,2743.2,1169.8,23.6
703.39,5968,5903,5713.2,5333,4930.6,4453,3630,2767.6,1164.6,15.4
703.82,5994.2,5876,5740.4,5354.2,4873.2,4411,3581.8,2756,1178.8,4
704.25,5955.4,5860,5737.8,5328.4,4883.6,4336,3540,2715.6,1192.8,26.4
704.68,5938.6,5923,5726.2,5295,4884.2,4345,3618.6,2685.2,1179.4,1.4
705.11,5895.2,5954.2,5719.4,5259.4,4861.8,4336,3674.6,2706.4,1134.4,7.4
705.54,5949,5953.4,5688.8,5331.4,4855.2,4375.2,3660.2,2720.6,1167.6,10.4
705.97,5913.2,5876.4,5662,5263.8,4865,4360.4,3647.8,2724.2,1164,19.8
706.4,5883.4,5904,5637.2,5317.6,4846.6,4279.2,3552.8,2730.4,1124.6,6.2
706.83,5854,5878.6,5699.8,5296.2,4848.8,4358.8,3586.6,2710.8,1145.2,6.4
707.26,5935.2,5876.6,5731,5334.2,4861.2,4347,3674.6,2725.4,1167.4,18.8
707.69,5917.6,5860,5701.4,5268,4835.4,4296,3641,2626.8,1183.2,-16
708.12,6001.4,5917.6,5629.4,5220.4,4784.2,4333.8,3652.4,2655.8,1139.2,-2.8
708.55,5947,5861.8,5642.8,5205,4759.4,4277.8,3609.8,2677,1157.2,16.8
708.97,5952.6,5821.8,5577.2,5279.6,4850.8,4266,3636.8,2700,1142,-0.8
709.4,6030.6,5910.2,5652.2,5316.2,4847.4,4354.6,3591.2,2712.6,1195.8,-5.8
709.83,5918,5814.4,5620,5287.2,4869.8,4361.6,3602,2671.4,1171,32.6
710.26,5872,5760.6,5527.4,5290,4822.8,4317.4,3577.2,2620,1141.6,-2
710.69,5809.4,5833.8,5631,5308.8,4804.4,4344.2,3594,2693.8,1165,3.8
711.11,5761.2,5703,5602.8,5261.4,4779,4287.4,3588,2671,1153,24.6
711.54,5815,5781.2,5649,5232.4,4835.2,4292,3590.8,2646.4,1170.6,1.8
711.97,5881,5758.2,5620,5261.2,4818.4,4258.4,3634.6,2603,1157.2,-12.2
712.39,5806.4,5742.6,5638.4,5317,4881.4,4282,3649.2,2607.8,1137.8,2
712.82,5825,5679,5574.8,5233,4798.2,4308.4,3639.8,2634,1150.6,-9.4
713.25,5833.2,5834.4,5516.2,5256.6,4864.6,4289.6,3615,2665.2,1173.6,11.8
713.67,5838.8,5778.8,5515.6,5239.4,4804,4292.2,3610.2,2696.6,1178.2,14
714.1,5819,5807.2,5576.6,5287.8,4868.2,4263.4,3621,2694,1131.8,-16.4
714.53,5800.2,5836.8,5587.6,5280.8,4782.2,4248.8,3632.6,2675.2,1144.2,-10.6
714.95,5787.8,5784.2,5599.6,5292.2,4838.4,4299,3603.4,2691,1159.4,19.6
715.38,5714,5750,5599.6,5309.4,4850.2,4274.6,3601.4,2626.6,1187.2,39.8
715.8,5696.4,5724.6,5548.4,5231,4729.2,4192.2,3538.8,2689.8,1134.8,-3.4
716.23,5823.8,5793.2,5532.2,5226.8,4732,4249.6,3602.4,2663.4,1085,0.8
716.65,5782.8,5724.4,5526.8,5160.2,4756.6,4224,3611.6,2700.2,1128.2,-3.4
717.08,5773.6,5665.4,5528.6,5138,4788.6,4257.4,3578.2,2707.8,1145.8,-3.6
717.5,5741.4,5671.4,5529,5215.8,4837,4260.6,3592,2630.4,1144.8,-11
717.92,5807,5734.2,5559.2,5243.2,4811.2,4228.4,3608.4,2609.8,1142.8,4.8
718.35,5819,5775.6,5522.6,5177.4,4790.2,4313.6,3589.8,2667,1146,43.2
718.77,5815.8,5810.4,5496.4,5137.2,4788.4,4321.2,3524.6,2709.8,1147.8,32
719.2,5852,5726.8,5503.6,5176.4,4785.4,4201.4,3634.8,2644.4,1125.2,9.4
719.62,5842.6,5665.4,5496,5120,4747.2,4277,3597.8,2708.6,1174.4,25.6
720.04,5809.2,5707.8,5548.4,5169.4,4783.2,4229.2,3608.8,2700.8,1143.8,-4.8
720.46,5845,5721,5555.6,5087.6,4703.2,4251.4,3555.8,2647.6,1106,12.2
720.89,5802.2,5739.2,5504.6,5154,4727.2,4276,3573,2664.2,1109.6,24.6
721.31,5797.6,5718.8,5494.6,5136.6,4709.2,4213.2,3601.6,2629.8,1169.2,-39.8
721.73,5807.4,5750,5491.6,5157.6,4720,4150.4,3600.4,2661.8,1163.8,-6.8
722.15,5801,5726.2,5468,5114.6,4777.2,4242.6,3535.8,2680.2,1157,19.4
722.57,5840,5732.8,5455.4,5099.2,4740.8,4214.8,3533.8,2699,1159,21
723,5754.8,5682,5491.6,5107.6,4719.6,4228.8,3538.2,2659.8,1134.4,10.4
723.42,5795.8,5740,5524.2,5101.6,4691.6,4228.6,3542.2,2643.8,1156,2.8
723.84,5735.6,5760.2,5497,5070.6,4819.4,4172,3510,2628,1112.4,-1.6
724.26,5757,5774.6,5497.2,5122,4746.8,4192.4,3559.4,2600.6,1199,-2.4
724.68,5685.4,5702.4,5479.4,5124.8,4704.2,4212.2,3564,2598.6,1145.8,-10
725.1,5707.4,5630.8,5439.4,5117.4,4718.8,4235.4,3588,2596,1130,-19.6
725.52,5705.8,5641,5522,5095.8,4712,4201,3555.6,2680.8,1139.4,5.4
725.94,5772,5626.6,5551.2,5143,4753.6,4191.8,3584.2,2672.4,1119.2,1.8
726.36,5745.4,5652,5476.2,5168.8,4721.6,4232,3569.8,2644,1220,7.2
726.78,5687.2,5624.4,5425.4,5140.4,4762.2,4213,3560.6,2657,1212.4,6.8
727.2,5759.8,5703.2,5460.6,5139.4,4714.8,4243.4,3547.2,2603.8,1148.8,-9
727.62,5787.4,5629.4,5486.2,5111.4,4706.6,4200.4,3519.6,2559.8,1193,-11
728.04,5742.8,5643.8,5473,5159.6,4797,4250.2,3505.6,2652.2,1170.4,-2.8
728.46,5767.4,5659.2,5412.8,5194.4,4775.6,4219.8,3559.2,2669.2,1150.6,-34
728.88,5744.2,5699,5468.6,5232.6,4813.4,4202,3492.8,2651.6,1149,-27.2
729.29,5742.6,5628.4,5490.6,5273,4787.8,4221.6,3526.2,2610.6,1147.4,9.6
729.71,5687.2,5683,5422,5183.8,4744.2,4157.8,3494,2656.6,1165.6,-14.4
730.13,5704.2,5699,5396,5179.4,4711,4181,3500.8,2651.6,1165.6,-10
730.55,5791.2,5657.8,5419.8,5187.4,4632.4,4204.2,3504,2659.6,1144.8,-0.4
730.97,5795.2,5665.2,5365.6,5113.2,4703,4209,3539.8,2689.6,1157.2,5.4
731.38,5780.4,5666.4,5472.8,5104.2,4759.4,4131.4,3546.6,2655.6,1168.8,-19.8
731.8,5710.8,5634.4,5391,5120.4,4712.2,4150.4,3529.2,2691.8,1141.8,7
732.22,5699.4,5700.6,5460.4,5194.6,4723.2,4229,3516.2,2638.8,1133.6,23.4
732.63,5622,5621.6,5414.2,5180,4733.2,4192.4,3548.2,2679.6,1135.8,0.8
733.05,5626.8,5717.2,5432.8,5222.4,4755.4,4203.6,3504.4,2677,1116.2,-3.6
733.47,5623,5667,5461.8,5207.4,4824.4,4179,3548.2,2668.8,1148.6,-2.2
733.88,5665,5616.2,5487.8,5259.8,4764.6,4228,3517.6,2608.6,1115.8,6
734.3,5624.6,5567,5520.6,5180.2,4715.8,4158.6,3492,2647.6,1151.4,21
734.71,5659.8,5628.8,5480.2,5106.4,4713.4,4127.2,3508.2,2680.2,1150.4,39.4
735.13,5621.8,5571.2,5372,5112.8,4702.2,4195.8,3548.6,2655.4,1121,8.8
735.54,5692.6,5624.6,5469.4,5066,4676.8,4197.8,3541.2,2617.2,1130,15
735.96,5661.4,5628.8,5467.8,5102.4,4742.8,4214,3555.6,2629.8,1137.2,-1.2
736.37,5648.6,5590.6,5428.8,5155.8,4763.2,4184.2,3579.4,2667.4,1102,29
736.79,5725.6,5597.2,5364.2,5062.8,4694,4212.6,3518.2,2644.4,1121.6,15.6
737.2,5665.8,5627.6,5378.4,5030,4732.4,4213.8,3577.2,2639.2,1159.6,30.6
737.62,5624.6,5709.4,5394.2,5028.8,4637.4,4235.6,3573.2,2655.6,1123,-0.6
738.03,5667.8,5643.4,5416,5034.6,4707.2,4184.8,3575.2,2633.6,1151.6,22.6
738.44,5666.2,5625.6,5421.2,5054.8,4707.6,4194,3572.6,2646.6,1147,-10.8
738.86,5744,5606.4,5445.6,5034.8,4656.6,4234.2,3585.8,2692.4,1139.6,-5.2
739.27,5703.4,5557.4,5344.4,5058.2,4689,4251.4,3631.8,2682.6,1126,5
739.68,5657.2,5634.8,5357,5104.8,4696,4260.6,3561.8,2689.2,1145.2,32.6
740.1,5677.6,5614.8,5401.8,5113.2,4691.4,4205.2,3545.4,2685.4,1145.6,-1.4
740.51,5705.4,5620.6,5385.4,5152.8,4744.6,4198.2,3589,2679,1104.8,9
740.92,5732.6,5650.2,5428.8,5169.2,4708,4209,3571.2,2645.6,1125.8,8.4
741.33,5737.4,5636,5412.4,5179.6,4742.6,4220,3540.2,2636.6,1120.8,2.4
741.75,5656.6,5640.6,5395.6,5125.8,4754,4195.4,3535.2,2640.6,1128,21.6
742.16,5658.4,5612.8,5342.2,5071.6,4779.6,4246.6,3524.8,2663.4,1102.4,4.2
742.57,5643.2,5578.6,5373.4,5118.6,4654.8,4161.2,3489,2670.8,1113.4,10.2
742.98,5649,5626.6,5387,5071.8,4638.6,4237.2,3500.8,2646.8,1120.2,-1.6
743.39,5683.8,5579.2,5353.2,5139.6,4678.2,4193.4,3587,2699.8,1116.8,-8
743.8,5588.6,5516,5395,5113.4,4672.2,4177.8,3568,2625,1147.4,10.2
744.21,5587.2,5588.2,5382.2,5008.6,4649,4162.4,3533.8,2642.6,1168.8,42.4
744.63,5647.6,5500.6,5371.8,5041.4,4640.2,4186.2,3508.2,2641.2,1159.8,4.2
745.04,5665.6,5559.2,5313.6,5077.2,4665.2,4135.6,3531.2,2632.8,1077.2,-1
745.45,5672,5567,5357.4,5090.8,4660,4220.8,3533.2,2606.8,1122.4,-5
745.86,5615.8,5613.4,5330.4,5010,4670.6,4180.6,3481.6,2653.8,1131.4,22.4
746.27,5672.2,5519.8,5336.6,5055.6,4622.2,4130.4,3490.6,2655.2,1169,36.2
746.67,5615,5508.8,5390,5002,4637,4183.8,3528.4,2601.4,1156.4,10
747.08,5664.8,5535.4,5365.6,5031.4,4648.6,4212.8,3575.4,2643.6,1131.2,20.8
747.49,5607.4,5568.4,5361.8,5014.2,4644.2,4108,3596.6,2642.6,1173.8,19
747.9,5525.4,5481.6,5318.2,4994.8,4583.8,4197.8,3530.6,2609,1149,-1
748.31,5553.2,5429,5313.8,4948.4,4520.2,4164.6,3539.2,2614.4,1145.8,16.2
748.72,5591.2,5504.8,5327,4981.2,4539.8,4082,3549.8,2633.4,1119,-14.4
749.13,5656,5626.2,5325.2,4920.2,4553.2,4091,3515.6,2571.6,1143,43
749.54,5605.8,5513.4,5331.6,4989.2,4587.8,4074.4,3547.8,2587.8,1093.6,14
749.94,5553.8,5545.4,5221.8,5027.2,4570,4070.2,3514.4,2555.2,1088.8,15.8
750.35,5488.6,5491.4,5245.8,4990,4604.2,4083,3530.2,2574.8,1105.4,7
750.76,5517.2,5418.4,5294.8,5010.4,4576.6,4101.6,3534.4,2558.8,1158.4,0.6
751.17,5545.4,5421.8,5284.4,4959.6,4572.2,4099.8,3544.4,2598.6,1167.2,38.6
751.57,5471,5403.8,5356.4,5007,4572.4,4106.6,3580.8,2581.2,1080.6,19.6
751.98,5438.4,5375.4,5305.4,4975.2,4586,4088.4,3482.8,2619.6,1123,3
752.39,5450.8,5472.4,5304.2,4952.6,4554.6,4077.2,3456.6,2577.6,1095,28.4
752.79,5483.4,5370.8,5239.8,4882.4,4557,4071.8,3375.8,2567.8,1122.4,25.8
753.2,5529.2,5395.8,5258.8,4842.6,4512,4091.8,3412.6,2555.8,1111.8,23.2
753.6,5475.6,5422.2,5227.2,4895,4536,4042.6,3431.4,2603.8,1116.8,-0.4
754.01,5492.2,5455.6,5215.8,4955.4,4526.4,4121.2,3383.6,2567,1095.4,47.8
754.41,5530,5417.8,5186,4928,4482.4,4067.4,3390.4,2559,1091.4,41.4
754.82,5484.4,5391.6,5146.6,4929.2,4540.4,4064.2,3422.8,2601.4,1141.4,44.4
755.22,5469,5422.2,5246.6,4901.4,4517.6,4086.8,3414.4,2605.4,1106.2,29.8
755.63,5401.6,5394.8,5278,4919.6,4532.4,4114,3442,2580.6,1077.2,16
756.03,5318.2,5311.6,5192.4,4853.2,4459.8,4049.4,3436,2544.8,1084.8,-9.6
756.44,5445,5354.8,5246,4951.8,4484,4054,3421.8,2581.8,1110,19.2
756.84,5399.8,5322,5184.2,4872.8,4488.4,4008.4,3417,2588.6,1083,9
757.25,5373,5328,5102.8,4871,4517,4051.8,3408.6,2593.4,1053.8,-2.2
757.65,5338.2,5330.8,5133.2,4851.8,4501.4,4022.8,3381,2573.4,1074.2,17.4
758.05,5335.6,5237.8,5075.4,4804.8,4439.6,4014.6,3355.4,2572.4,1050.8,17.4
758.46,5391.8,5248.8,5058,4764,4465,4045.8,3368.2,2544.8,1069.4,25.2
758.86,5358.2,5198.6,5109,4828.4,4435,3957,3359,2489.4,1082.6,5
759.26,5239.6,5216.8,5029.6,4765.4,4427.6,3926.2,3299.2,2531.6,1062,10
759.67,5313.2,5273.2,5000.4,4818,4361,3949.4,3358.8,2513.6,1088,16.4
760.07,5270.8,5121,4989,4747.6,4359.4,3938.8,3409.6,2526.4,1045.8,10.4
760.47,5287.4,5134.2,4959.8,4736.8,4298.4,3910.6,3296.8,2513.4,1108,-24.2
760.87,5251.8,5130.8,4996.2,4707.2,4316.8,3837,3304.8,2528.4,1060,-5.6
761.28,5210.4,5220.8,4980.2,4736.4,4345.8,3893.6,3333,2506.6,1118.2,0.2
761.68,5226,5182.8,5003,4704.8,4353.4,3819.6,3317.6,2506.4,1080,35.6
762.08,5226.2,5139.6,4978.2,4680.6,4369.2,3827.6,3299.4,2429.8,1058.4,9.8
762.48,5284,5164.8,4962,4747,4355.2,3879.4,3251.4,2474.4,1079.6,21
762.88,5182.6,5076.6,4955.6,4697.8,4293.8,3854.6,3287.4,2479,1074.4,-14.4
763.28,5105.4,5151.8,4948.2,4733.2,4330.2,3867.8,3260.4,2505.2,1077.4,21.2
763.68,5180.6,5122.6,4945.4,4731.4,4319.2,3852.6,3192.8,2466.8,1103.8,22
764.08,5211,5226,5022.4,4690.6,4280,3824.8,3214.8,2486.8,1095,22
764.48,5168.6,5158.6,5011.4,4699.6,4281.8,3845.2,3223.8,2482.6,1052,11.8
764.88,5138.8,5153.8,4936.4,4705.6,4240.4,3867.8,3251,2456.2,1058.2,-2.6
765.28,5175,5094.4,4916.8,4722,4321.4,3788,3313.2,2499,1071.6,-7.2
765.68,5152.6,5120.8,4925.6,4624.6,4304,3823.2,3234.6,2465.6,1043.2,-8.4
766.08,5081.6,5026,4878.2,4579.6,4235.8,3761.2,3249.8,2494.4,1046.6,33.2
766.48,5099.6,5098.2,4930.2,4602.6,4234,3777.2,3250.6,2461.4,1030.6,-11.4
766.88,5092.8,5106.6,4848.2,4545,4223.2,3790.2,3252,2401.2,1032.4,-32.2
767.28,5043,5040,4811.2,4553.8,4172.6,3789.4,3187.6,2391,1053.2,40.4
767.68,5039.8,4962.8,4811,4512.8,4204.4,3734.6,3155.6,2386,1013,-24
768.07,5049.6,5029.4,4756.6,4536.8,4169.6,3756,3129.6,2397,1009.6,-12.8
768.47,4988.4,5000,4794.2,4575.8,4132.4,3729.2,3195.2,2433.6,1021.6,19.8
768.87,4960.4,4951.6,4822.8,4535.4,4214.6,3748,3180.4,2439.2,1051.4,-12.6
769.27,4983.2,4943.8,4756,4502.6,4177,3718,3169.2,2434.4,1038.6,-1.2
769.66,4987.8,4992.4,4741,4492.4,4176.8,3683.2,3177.8,2402.8,971.8,-14.6
770.06,4953.6,4913.6,4740,4470.8,4103.8,3640.4,3150.8,2375.2,1025.8,2.6
770.46,5015.2,5004.2,4718.4,4470.8,4122.8,3717.4,3178.4,2373,1027,-47.6
770.86,4904.6,4912.2,4693,4450.8,4064.8,3600.4,3204.8,2294.2,1061,-6.8
771.25,4932.4,4939.6,4709.2,4409.6,4087.8,3650,3139.8,2366,994.2,6.4
771.65,4942,4903.2,4680.8,4442,4110.8,3691,3126.6,2366.6,1002.8,13.2
772.04,4896,4874,4648,4407.2,4093.2,3656.4,3009.2,2362.8,978.4,24.6
772.44,4869.8,4918.8,4644.6,4368,4066.2,3610.6,3037,2318.2,1006.2,4.8
772.84,4890,4881.6,4687.6,4325.2,4058.2,3678.4,3132.6,2300.4,981,-21.4
773.23,4799.2,4813.6,4645,4369.6,4019,3637,3127.8,2306.4,1041.2,-1.2
773.63,4790.8,4770.2,4617.2,4407.6,4015.8,3563,3110.6,2291.2,996.8,-35.2
774.02,4839.4,4755.4,4625,4366.6,3998.6,3593.4,3001.8,2392,1030.6,-15.2
774.42,4839,4802.4,4632.4,4376.2,3972.4,3669.8,3082.6,2358,1029.4,-16
774.81,4817.2,4794.6,4649,4279.6,3952,3557.2,3071.8,2359.2,992.2,-37.2
775.21,4774.6,4714.8,4584,4293,3913.2,3574.2,3017.6,2344.8,988.4,8.2
775.6,4801.6,4759.6,4532.2,4354.6,3973,3615.6,3083.8,2339.2,980.6,-24.4
775.99,4777.6,4710.6,4610.2,4334.8,3990.2,3571.4,3055.2,2318.4,980.2,-11.6
776.39,4786.6,4746.2,4600.6,4305.4,3899.6,3616.4,3067,2299,999.2,5.8
776.78,4745.6,4740.6,4526.4,4274.8,3899,3549.4,2960.8,2236.2,964.2,12.6
777.18,4729.2,4678.8,4525.8,4281.4,4000.6,3537,3020.8,2283.2,940.4,7.4
777.57,4754.8,4614.2,4461.2,4292.6,3983,3572.4,3040.4,2340.8,1005.8,5.6
777.96,4786.4,4692.2,4519.2,4289.2,3966,3517.8,3089.4,2286.6,988.8,-8.2
778.35,4812.8,4690.8,4577.8,4224.8,3864.4,3523,3051,2261,1009.4,44.4
778.75,4799.6,4695.4,4564,4287.2,3901.2,3525,3009.8,2214.2,1017.8,-14.6
779.14,4739.2,4632,4489.2,4298.4,3920.4,3503.4,2989.4,2236.8,932,7.6
779.53,4652.2,4590.8,4483.4,4276,3948.2,3496.6,2973.6,2249.6,971.8,24
779.92,4626,4593.4,4473.6,4222.8,3913.8,3544.4,3028.8,2274.2,977.4,-2.4
780.31,4618.6,4616,4438.4,4203,3859.8,3512.8,3035.2,2215,963.8,20.4
780.71,4619.2,4575,4440.2,4188.4,3860.2,3562.8,2987,2240.4,960.6,-14.6
781.1,4615.6,4602.6,4437.2,4154.6,3838.4,3537.8,2974.6,2207.8,974,25
