wave leght [nm]\ AOI [dig],0,5,10,15,20,25,30,35,40,45,50,55,60,65
589.04,-16.8,8.2,-8.6,-14.8,-10.6,-41.6,-9.6,21,-16.6,10.2,-6.6,44,23.4,32.6
589.52,14,21.6,-1.4,2.4,14.8,-21,12.4,-20.6,6.6,26,14.4,25,18.2,28.6
590,41.8,15,9.8,-31,24.4,-26.2,35.6,-31.4,22.2,-21.4,15.2,6.4,0.6,12.6
590.48,-7.4,6.2,19.8,-15,9.8,-6.4,2.4,-12.6,-25.6,1,21.8,-1.4,-4.2,-21
590.97,-15.8,-19.8,-11.2,32.8,-3.2,14.6,-6.8,27.4,-15.2,29,13.4,-36.2,-20.6,2.4
591.45,3.8,21.6,-33.4,-6.8,3.4,16.4,10,-10.6,-21.2,7.2,13.2,13.4,20,-0.8
591.93,-24.2,-26.2,-23.2,20.6,-2.2,26.8,-2.2,19,-2.2,-22.8,-15.8,12.6,-8.2,-5.4
592.42,-14,9.4,23,-5.8,5.8,-32,-19.6,0,-11.2,9.6,-1.6,37.2,7.2,-21.6
592.9,-2,9,10.2,-10.6,-22.6,1.8,-0.2,-8,-25.8,11.6,9.4,8.6,0.4,-16
593.38,-2.2,-13.2,-25.6,37,5.6,-56.4,-64,6.2,12.2,-1.2,-1.6,0,14.6,-17.2
593.86,5.4,8.2,4.2,0.2,17.6,15.4,-5.4,12,-5,29,-6.2,-4.8,-16.2,-5.4
594.34,1.8,54.6,-11.8,5.4,8.4,-15.6,-23.2,31.6,18.2,-5.8,32.2,27,-38.2,0.6
594.82,15.4,-18,10.4,-0.6,-66,-25,-4.2,-12.2,-3.4,-1.8,-2,36,17.4,-25.2
595.3,22.4,20,-12.6,29,13,-18.8,18.6,-22.2,2.4,-17.4,8.2,-15.4,25.2,17.4
595.78,-39.6,3.6,-3,12.2,22.2,1.8,11.2,16.4,-16.6,4.2,-0.4,30,-7.2,18.6
596.27,-3.2,-27,14.4,-4.4,6,-56.8,2.8,-25.2,-0.8,7.8,-22.8,5.2,10.4,47.8
596.75,-7.4,23.4,-49.2,-9.2,15.8,3.6,37.6,16.8,-6.8,12.2,-4.2,12.4,-11.8,7.2
597.23,-18.2,6.2,-2.4,-1.4,26.8,3,-19.4,-32.6,-4.8,0.8,-9,30.4,-8.2,-17.2
597.71,-9.8,0,-2.8,7.6,-9.4,25.8,14,-14,8.4,-8.2,5.4,1.6,-23.4,10.4
598.19,-29.4,7.2,-38.8,38.4,14.4,29.4,31.8,8,2.2,14.4,19.8,16.8,1,-16.8
598.67,-18,14.6,-1,-5.8,17.8,-9.2,41.6,44.2,2,19.4,-23.4,28.6,-12.6,11.6
599.14,10,7.6,-25.2,16.6,-5,-24,32.4,-9,-16,27.2,-35,-17.8,-9.2,13
599.62,5.2,5,-29.8,6.4,-19.2,0.8,13,16.2,5.4,8,-10,19.8,-1,-10.4
600.1,27.4,-5.2,24.4,5,31.4,-21.8,12.8,38.6,-15,2,-8.6,39.8,-16.6,-19.2
600.58,37.2,22.6,-38.8,15.8,20.2,-11.2,-1.8,26.2,51.8,-10.6,18.4,-29.8,-19.4,-4.2
601.06,-0.8,-22.6,-21.6,-12.6,31,-1.4,35.8,-19.2,-25,14.6,-36,2.4,-8.4,9.8
601.54,29,4,34.6,-29.2,11.2,32.6,2.4,17.4,-7.6,-19.4,5.8,5.6,22.8,14.2
602.02,13,-19.4,0.6,-27,4.8,4.4,-2.8,7.8,28,15.6,-6.8,-25,18.6,-7.2
602.49,26.6,0.8,-2.4,14.2,17,-14,-6.8,-1.8,-10,17.2,19,-12.2,9.6,-25.4
602.97,-4.2,-22.4,1.4,5.8,-9.2,0.6,5.4,-7,-26.4,2,-22.4,11.4,-0.6,1
603.45,15.4,17.6,-9.2,-18.8,20,-12.2,3.6,13.8,-16.2,-19.4,3.8,0.6,23.8,13
603.93,34,-13.2,-13,25.4,32,-10.8,5.4,-12.8,28.6,-21.4,-17,-18.2,24.6,4
604.4,19.4,13.6,21.4,-0.2,24,-1.8,16,26.6,30.4,0.2,-20,26.6,5,11.6
604.88,-19,16,-0.8,8,-12.6,-18,18.4,15.8,3.2,13.4,15.4,2.4,-19.4,39.8
605.36,-10.8,-21.2,43.4,41,-9,18.8,-46.6,-25.4,-3.6,18,1,29.4,5,26.6
605.83,-4.4,4.6,14.2,10.8,7.2,23.4,6.6,2,-6.8,24,-18,6.8,8.6,28.8
606.31,-11.8,25.8,24.6,-6,-26.8,-34,-7.2,-8.6,18.8,14.4,-31.4,-17.8,-17.8,26.4
606.78,13.6,7.6,26.8,-9,9.6,11.4,-1.8,15.8,27.8,0,15.6,9.2,15.4,18.4
607.26,6.8,3.6,-18,-6.6,-5,-5.8,16.8,12.6,-29,5,14.4,4.8,24.6,26.4
607.74,-27,-34.8,6.8,-3,-8.8,49.2,20.4,-22.6,-5.2,7.4,8.4,0.2,4.4,-33.4
608.21,-19,-32.2,-5,-28,3.8,-14.4,-35.8,10,-14,-75.2,0.6,29.2,24.8,20.8
608.69,-19.6,-19.2,-6.4,15.6,6.6,9,4.8,45.2,-23.4,15.6,-10,-1.6,45,23
609.16,-38,-6.2,5.2,-20,2.8,30.2,12.2,-8.2,-6,-10.8,42.2,22,-3.8,-13
609.64,-10,29,4.2,-2.6,-19,-39.4,28,-1.6,-4,-7.4,14.8,15.8,36.2,23.4
610.11,-41,21.6,9.4,-5.2,12.4,-8.4,23.4,25.2,3,-15.2,33.2,18,41,6.6
610.59,16.8,21.8,19,14.6,7.8,14.8,18.8,20.6,-30.2,4,-3.8,-9,-13.4,20
611.06,-30.6,34,30.4,-6.6,18.4,5.8,-6.2,2.2,5.8,23.8,2.2,1.4,-5.8,7.6
611.53,-3,24.2,15.8,-6.2,0.2,-25.4,13,27.2,17.4,22.4,-11.8,-16.2,-7.8,-3.2
612.01,25.2,-24,9.6,10.8,13.8,18.2,-10.6,-9.8,35.2,17.2,-49.6,8.6,-28.2,-12.4
612.48,21.6,-25.2,13,-1,-29.4,31.6,-22.2,-10.4,15,16,-5.4,1,-8.2,-0.4
612.95,17.4,58.2,3.4,13.4,-8.2,-31.2,18.4,15.8,15.2,13.8,-3.4,3,17.2,16.6
613.43,-20.8,-29.4,-13,-3.6,9.4,-10.2,-18.2,-0.8,-4.4,3.6,-11,28.4,13.2,27
613.9,-10.8,7.8,-19,-0.2,33.6,-8.8,1.8,-37.8,12,61,-18.2,-7.8,6.2,24.8
614.37,12,25.6,1.8,-3.8,8.6,5.6,-24,21.2,-34,4.4,-12,30.6,-5.2,-13.8
614.84,-2.8,-10.4,33.8,23.6,-11.6,-0.6,-27,4,-14.6,-18,-15.6,-24.2,65.6,4.6
615.32,-22.8,-8.2,18.4,14.8,19,-23.8,3.8,-6.8,-2.4,-25.8,3.6,-11.8,-15,-34.2
615.79,-33.6,14.6,22.6,-9.8,0.8,-25.4,18.8,7.2,-15.2,-19.4,25.8,-7.2,-25.4,-18
616.26,15,10,-3.2,-22.8,-17.8,-0.4,49,-1.8,21.4,36.6,11.8,-6.2,-12.2,38.8
616.73,5.6,-17.6,21.2,13,18.2,5.8,22.6,-12.2,26,11.4,9.2,-18.6,23,19.2
617.2,-18.4,-11.6,21,-23.6,19.6,34.8,-11.4,-19,18.6,-14.2,-30.2,26.8,15.6,-1.4
617.67,29.8,-43.4,12,16.2,5.2,31.6,-16.6,6.4,17.8,-11,-25.6,-18.4,-15.4,7.4
618.15,26.8,-3,-0.6,-14.2,14.2,21.4,18.8,-7.8,11.6,-12,-36.2,-34.4,-14.6,-29.4
618.62,26.4,-6,-28.4,32,23.8,-3.4,2.6,6.8,13.4,-6.2,3,9,-13.8,23.8
619.09,-14,34,8.4,-45.4,-16.6,-7.4,10,-11.8,11.4,-10.8,-4.4,1.4,7.6,-2
619.56,-12.6,20.8,6.4,16.6,-15.8,-3.8,-0.6,1.4,-4,37.6,-4.6,-11.8,25.8,26.6
620.03,-26.4,13.2,-5.6,28.8,2.4,-3.2,-17.4,2.2,23.2,-7.8,-3.6,0.4,-13.6,7.4
620.5,21.2,15,-11.2,1.4,-21.2,-7,-17,-20.6,16.8,9,19.8,5.8,-15.6,-32.6
620.97,14,-46.8,-16.4,11.8,6,-7,-31.8,-19.2,9.6,7,-16.6,2.6,9.6,-3.2
621.44,-10,-5.4,-20.6,9,-9.4,4.8,-12.2,-31,11.2,-3,6.8,-49,-7.2,-16
621.91,-2.4,-43.2,-5.6,-6.8,14.2,3.4,21.4,-53,33.8,13.2,14,-14.4,-1.8,-10.8
622.37,-12,-11.6,-16.6,-7.8,-37.8,13.8,-1.8,2.2,25.6,-12.8,-4.6,-14.8,6.6,29.2
622.84,-6.6,4.8,-27.2,-13.6,5,-20,4.8,-0.8,-4.2,-23.2,26.4,5.4,5,5.8
623.31,-2,8.8,-9,-10.8,-36.8,2,24.2,-30.8,15.2,-26.2,57.6,33.8,4.6,-3
623.78,12.4,16,-0.8,10,35.4,-16.4,7.2,-18.2,39.8,-12.6,-18.2,26.6,26.4,29.6
624.25,14.4,36.2,33.8,-33.4,38,6.6,-10.2,21.4,-27.8,-4,-15.6,2.8,13.2,-9.8
624.72,12.2,-7.2,-10,26.2,5,11.2,-5.2,27.2,-29.6,5,-17.6,-2.4,-30.2,-17.6
625.18,23.8,-20.4,-5.6,-9,-15,46.8,-35.4,-37.6,30.6,26,-25.2,12.2,4,-17.8
625.65,-8.8,-8.4,8.4,25.2,-6,-39.4,33.2,-5.2,8.4,7.2,-28.4,26.4,10,3.4
626.12,-5.6,-9.8,-4.6,-9.4,29.4,-26.6,-13,-9.6,-50.2,3.8,-18.8,-4.6,41.4,-3
626.59,-33.4,-17,-6.2,5.2,-33,-6.6,38.8,9.2,-49.8,-12.6,10.8,-16.2,39.6,-11.6
627.05,-1.2,23.6,14.6,-6.8,-2,-37,-27.4,11.8,-15,-14.8,17.2,-52.4,24.2,16.8
627.52,6.4,-17.8,-3,33.6,17.6,-17.2,-9.4,-12.6,-24.6,17.6,-9.6,-44.8,-23.4,-14.6
627.99,1.4,12.8,24,10,7.8,2,-18.6,13.4,-40.2,8.6,-1.8,-4,7.8,8.8
628.45,10,-12.4,-23.8,7.8,-4.4,-13,-2.8,6.4,-31.4,-7,34,11.2,29.6,-27.2
628.92,-2.2,17.2,-41.8,-9.6,50.6,11.2,-18.2,12.2,12.2,8.4,-10.8,40.6,-31.4,-9
629.39,-9.8,-1,-37,-11.4,30.6,-21.8,25.4,-9.6,-4.2,0,21.2,33.6,-23.6,-32.2
629.85,9.8,12,5.6,2.6,22.4,3.4,-13.8,7.8,-22,12.6,25.2,19,-17.4,-1.4
630.32,-26.4,-16,25.8,-12,57.8,-11.8,-24.8,-2.4,0.4,1,8.6,-15.4,2,-15.2
630.78,14.8,-6.2,-4.2,-11.6,9.8,-2.4,-6,4.6,-1,-20,1.6,13.4,40.6,6.6
631.25,23.2,13.2,-36.6,-9.2,39.2,-21.2,36.8,40.2,26.6,-27,-39,28.8,-0.8,1.6
631.71,4.4,-11.8,-17,6.4,8.8,-2.6,-14.8,24,-1,8.2,-9.6,37,-26.2,-17
632.18,-7,45,-8.4,-16,-8.8,24.4,12.4,3.4,13,-6,22.8,10,7.2,-5
632.64,19,18.2,34.6,19.8,23,20,0.4,0,-21.2,-13.2,10.6,-21.2,-0.8,26.8
633.1,3.6,36.4,-26.2,22,27,6.2,18.4,14.2,29.6,-9.6,11.2,17,7.4,8
633.57,18.6,-7.8,-16.8,-1.2,-36.4,-17.8,13.6,23.6,-18,-7.6,10.2,-9.2,26.4,-8
634.03,2.6,-8.6,-5.6,-4.6,-11,3.2,11.4,-3.8,-2.2,-7.8,-42,0.4,-13.8,5.4
634.5,3.6,-16.2,18,-19.2,10.4,-25,30,-24.4,7.4,-9.2,18.2,33,-22,16.4
634.96,23.6,17.8,25.8,-18.8,13,-20.2,33,4.6,14.8,30.6,6.2,20,18.2,-8.4
635.42,-10.6,-23.4,6.8,8,-30.8,10,-32.8,0.6,62.4,18,-23,-1.8,13.4,-22
635.89,-32,-15.8,-22.2,8.8,-42.6,8.2,8.8,9.8,-1.4,-0.2,-2,-2,-12.6,0
636.35,2.8,-9.2,37.6,-28,1,-7.8,-29.2,-41.4,7.2,18.6,11.4,1.8,-40,-12.4
636.81,0,7.6,-5,-6.4,15.4,-14,-6,-6.6,10.4,28.6,0.6,-4.6,3.2,9.4
637.27,-30.2,16.2,-24.6,-6.2,37.2,-11,16,-10,17.6,-29,4.2,30.8,19.8,-13.2
637.74,-30.4,-16.4,11.2,-4.2,45.4,-22,-6.2,-22,5.8,-7.8,-16.4,17.4,-8.4,-16.6
638.2,-6,2.4,21.4,-5.4,16.8,-33.8,0.6,-11.2,-22,-13.4,52,35,14.8,12
638.66,12.4,12.8,-17,-8,-17.6,-7.4,3.2,-11,-16.8,7.4,28.6,14,-4,-1
639.12,3.4,6.4,36,-7.6,-1.6,-10.4,19.8,5.2,-8.4,-3.2,37.6,16,7.4,29.2
639.58,20.4,-17.6,-0.2,5.8,26,29.8,26.8,-10.6,26.8,-21,-3.2,19.2,10.4,12.6
640.04,3.2,6.2,-7.8,-15.8,-8.2,4.6,9.2,9.8,-16.4,3.2,-14.6,1,7.4,-20.6
640.5,-14.8,-4,-6.8,-3.8,12,32.8,24.6,-4.6,-37.6,-30,9.8,-16.6,3.6,-0.4
640.97,-1.6,5,-24.2,-12.8,6.8,19.2,-11.6,-6.2,1.8,4.6,2.2,34.4,37.8,-34.8
641.43,34,-28,16,2.2,3.8,-25,1.2,9.8,16.2,-11.6,5.8,30,-9.6,40.4
641.89,-9.8,10.2,-17,22,-26.2,-15.4,41.4,19.8,13.2,-8.4,18.4,40.8,34,25.4
642.35,-2.6,18.8,-16.8,15.6,-11.8,-9,-8.8,-5,12,12.4,-8.8,10.6,8.2,7.4
642.81,-16.8,-16.6,15,24.4,-29.4,-24.2,-27,-11.2,18.4,-27.2,-14.2,20.2,-5.2,-17.6
643.27,22.2,-7.4,-9.8,1.4,26,7,10.4,-41.2,5.2,4.4,-50,19.2,15.8,-25.6
643.72,-18.2,15.2,36.4,4.4,-16.6,-8.8,-12,-24.6,5.6,15,-29.2,-55,9,-0.2
644.18,16,-21.6,20,-40.6,-2,-8.4,7.6,-9.6,28,-8,6.2,-4.8,-15.8,13.4
644.64,30,19,14.8,9.6,5.2,-13.8,19.8,5,17.6,-10,8,17,-17.4,-27.6
645.1,-2,-3.6,-0.6,-9.4,-7.6,-23.4,22,-7.4,22,9,0.6,19.8,1.8,-27
645.56,23.8,-4.4,-15.8,-1,-4.4,-6.6,-29,-9.6,14,11.4,14.2,8.4,-8.4,12.8
646.02,-12.6,3.2,22,18.8,-5.2,9,-9.8,4.2,-19.2,34.8,12,14.4,19.4,13.8
646.48,-7.6,-3.8,13.4,7.4,-15.6,-17.4,-7.4,-17,14.4,31.8,-1.6,32.8,-5.8,-20.2
646.93,25.6,-3.8,-13.4,19.8,6.6,-2.2,4.4,-3.6,11.8,14.2,11.6,-17.4,-6.8,-7.2
647.39,15.6,-16.6,-9,18.2,13.6,-1.6,-20.8,-29.4,19.8,27,-4.2,-13.6,-27.6,-6.6
647.85,11.4,-26.6,10,7,-34.8,10.4,-5.8,10.6,37.8,-6.4,-6,4.8,-22.4,0
648.31,12.8,-22.8,-12.6,2,-20.4,24.8,32.4,-32.2,4,-20,13.8,-3.2,-33.2,28.6
648.76,-2,-21.2,3.6,-17.8,17,-1,-10.6,-12.4,15.8,-36.4,0.4,-19.8,-32,-55.8
649.22,-36.8,-7,-10.2,-3.8,10.4,10.8,0,-9.8,-17.8,-6,-8.2,-15.8,20,4.4
649.68,-6,24.6,19.4,28,-26,7.8,7.2,-5.2,-12.2,25,-16.2,-22,0.6,-28.6
650.13,-39.6,-6.4,-11.4,4.2,0,5,-15.6,15.8,-5.4,6.6,-6.4,-9.6,-16.2,38.4
650.59,21.4,20.8,-23.6,-26.8,-35.8,1.4,14,8.6,-21.4,-12.6,-9,-3.2,-32,14.2
651.05,-10.8,-15.8,2.8,15.8,31.2,-22.8,19,14,2,15.2,-28.2,22.4,-11,45.8
651.5,1.2,-12.2,-24.8,2.4,-8,28.2,-11.2,-16,-12.4,-2.4,-20.4,20.2,5.4,2
651.96,11,0,1,24,-27.8,9.2,22.6,0,7,25.6,2.8,27,-32.8,20.2
652.41,-6.2,-14.6,-19.6,25,22.2,23.2,27.2,3.4,-51,22.6,11.8,-1,-22.6,-33.4
652.87,-7.2,34.8,-14.2,-46.2,11.4,-16.6,-9.6,-33.4,7.2,-11.4,-29.4,13.2,7.6,-1.8
653.32,1.4,-26.6,-11,-31.2,51.2,23.2,7,20.4,26.4,21.4,7.6,10.8,-1.8,-4.2
653.78,17.6,10,-27.4,-9.2,-0.2,-1.6,21.2,15.2,10.2,0.4,2,16.4,8.4,-11.4
654.23,-5,6.4,32.6,29.2,18.4,14.6,-43.4,16.6,-25.4,3.4,14.8,36.2,-33.2,-21.4
654.69,-20,-0.8,19.8,6.2,7.8,31.4,1.6,-3.6,-8.4,-32.6,5.4,-13.4,27.2,10.6
655.14,-14.8,-9.6,13.4,7.8,2,32.4,-2.4,-12,35.4,-9.2,29,22.4,7.4,12.2
655.6,-15.8,15.2,-10.4,35,33.6,-36,-3.4,-9.8,0.4,6.8,39.4,-1.6,30.2,23
656.05,-2.4,48.4,33,-9,27.2,-19.2,1.6,-18.6,20.8,-19.2,11.4,9.6,-5,-17
656.5,17.8,24.8,-11.2,-15.2,22,-24.2,-16.6,5.6,-35.6,-2,-11.2,-9.6,-2.4,2.2
656.96,-18.6,9.6,-11,5.2,48.2,6,36.8,3.8,18.4,-2.6,23.6,13.4,-24.6,13
657.41,40.2,3.4,-7.6,-27.2,-16.4,25.4,28.8,46.6,6.4,-11.6,10,-2.8,-9.4,-7.2
657.86,21.8,24.6,16.6,18.8,34.4,8.6,3.8,-0.6,-35.4,-5.2,15,15,3.4,20.6
658.32,1,26.6,8.6,-7.4,41.8,-8,-2.8,-11.8,15.4,-16.8,-2.4,-30.8,-3.8,26.6
658.77,-23.2,2.6,13.6,-14.8,11.6,11.6,14.6,-13.2,28.2,-22.4,16.8,-28.6,-3.8,22.2
659.22,14.6,-36.4,10.8,-5,13,14.6,18.4,-7.8,-5.2,-14.8,-25.6,-3.4,20.8,37.6
659.67,0.4,-35.2,4.6,-21.8,17,-0.4,-15,28.8,29,-3.2,-1.4,-6.2,40.6,5.6
660.12,-28.4,0.6,29.8,9.6,-32.4,18.4,-6.6,14.6,21.8,-1.8,-4.6,3.2,6,-4.6
660.58,5.2,-29.2,-1.6,9.8,26.6,-4,16.6,-28.6,31,11.2,31.6,21,-12.2,24.2
661.03,7.4,-14.4,-26.4,-50,0.4,22.8,-21.6,-37.6,10.6,-14.2,9.2,9.2,23,13
661.48,-1.2,16.8,-16.4,-10.8,-1.2,10.6,-2.6,5.8,6.8,-7.2,-14,13.4,27.2,18.8
661.93,22.2,-30.6,1.6,-30.4,9.6,6.4,-5.4,7.4,-16.6,-36.4,-23.8,45.8,-2.2,-12.8
662.38,22.2,-14.6,15.6,-1,12,35.2,3,-29.8,1,-14.8,-4.2,-4.6,0.8,-15.4
662.83,-3.6,-2.8,18,-3,5.8,-24.8,13,9.4,26,-1,5.2,-17,19.2,2
663.28,-12.2,17.4,14.8,6.8,-11.2,-18.2,1,37.8,-21.8,2.4,18,-13.2,9.2,-23.6
663.73,-2.4,-19.6,16.8,26.8,-20.2,-13,-9.4,13,-7.2,-21,27,5.4,0.2,-22.6
664.18,12.4,25.6,1.6,-4.6,2.2,15.8,6.4,26.8,6,7.4,5.4,26.6,4.8,-1.2
664.63,28.6,-29.8,-23.8,21.4,17.6,50,16.8,25.4,-13.8,9,-4.8,-15.2,29.2,-6.6
665.08,-17,7.8,-2.8,-9.2,-1.2,24.8,-11.4,59.4,26,35,-14.8,-20.4,22.4,5.8
665.53,-17.8,-8,4.4,-2.4,11.2,12.6,1,20,-3.6,10.6,-5,34.6,28.4,9.4
665.98,8.2,-2,7.2,-7,-11,-9.2,2.2,-35.2,-0.6,-9.4,-7.2,40.4,23.8,41.2
666.43,9.2,-20,-7.4,-25.4,-6.6,-2,12.6,4.6,-21.8,-12.4,-12,21,7.6,37.6
666.88,22.4,11.2,55.8,20.4,18.4,-25.2,-8.2,-20,8,34.6,1.8,-25.2,9.6,-8
667.33,-51,-36,-8.4,2.8,21,-12.4,-9.8,8.8,-37.6,4.8,28.8,36.4,20,5.4
667.77,-26,-6.6,-2,8.6,-5.4,-19.6,-1.6,19.8,16.4,-16.6,1.6,-17.6,2.6,4.8
668.22,-1,0.8,-23.6,-7.8,15.6,16.4,-9,17.6,23.2,-6.4,-21.8,18.4,14.6,12.4
668.67,14,-5.2,14.8,-14,18.6,-21.4,-9.4,1,24.6,11,22,15.4,-5.2,-29.4
669.12,6.8,-29,20,26.4,-0.6,23.4,29,41.8,8.2,17.2,49.4,-0.6,-20.8,13.2
669.56,23,-16.6,36.6,22.6,8.2,20.4,-10.2,8.8,22.4,13.8,13.6,27.6,-26.4,-7.4
670.01,-1.8,-16.6,-16.4,-30.8,6.2,15.8,-12,5.4,2.2,35.2,17.8,16,14.2,4.2
670.46,-18.2,-23.6,-10.6,-32.4,-17.2,-2.8,-17.2,0.6,16,8.8,-0.4,3.2,16.6,38.8
670.91,-42.8,14.6,-18.8,-11,-24.4,-19.4,13.4,-8.6,-6,-6.2,-18.4,11.4,-30,-2.2
671.35,-11,17,15,-23.8,-8.2,-2.2,6.4,10.6,-3.8,-10.6,1.2,-0.2,2.2,-16.6
671.8,-2.6,15.2,0.6,1.6,8,4.2,23.6,23.2,25.2,-1.6,-5.4,13.8,-35.4,10.8
672.25,1.8,-10.6,-10.2,25.4,-24.4,5.6,-20.6,-19,-5,9,-25,-21.4,-14.2,37.4
672.69,-4.6,10,7.8,7.2,-0.6,-0.2,-17.2,-2,-7.6,44.4,40.8,-6.2,17.6,55.8
673.14,12.8,4.4,-19.2,-11.2,-41.8,-6.6,5.8,-10.4,-29.6,8,-18.2,5.8,12.8,-6.6
673.58,41.8,10.8,31.8,-9.2,26,-4.4,1,-2.8,-31.6,-16.2,-1.4,-25.6,-12.4,24.6
674.03,4.8,-30.4,-15,-1.4,-5.2,10.8,4.8,17,19.6,-30.2,10.6,5,-25.4,17.4
674.47,28,7.4,1.4,-23.6,-25.4,-11.6,-1.8,10.2,26.4,13.2,-17,5.8,15.8,15.4
674.92,16.8,3.8,-41.6,-17,-31.8,10.4,-21.2,21.6,-10.2,-10,2,2.2,1.4,-23.8
675.36,-4.8,17.4,12.6,14.2,-30.2,4.4,-6.6,-2.2,-29,16.6,-5.8,-13.6,-13.4,9.6
675.81,29.4,-5,7,-24.8,12.6,-25.8,13.4,-34.6,-19.6,-10.8,-17.6,4,46.2,21.6
676.25,-1.4,11.8,10.2,19.2,-27,10,-14.4,14.2,-1.2,4.4,-19.4,30.6,-21,15.2
676.7,4.4,-24.2,-12.4,34.4,-8.4,-17.6,-10.8,21,36.6,15,6.4,8.2,-18.2,-0.6
677.14,-8.8,-20.6,-5.6,-1.6,-3.8,-6.8,-20.4,7.2,31.2,-11.2,-10.4,40.2,-17.2,1
677.58,-5.8,5,13.8,-11.6,-14.2,6,-1.6,-3.4,-12.8,-5.6,-26.8,3.2,4.2,-19.8
678.03,-18.2,-43.6,-0.2,-6.6,16.6,-8,-10.4,-0.4,-12.8,-2.4,-22.6,36.6,15.8,38
678.47,-1.4,-29.2,-3.2,-40,22.8,29.4,24,26.6,-26,32.8,18,53.4,4.2,24
678.91,16,-19.8,-3.6,-9.2,-0.2,-29.6,-27.2,-27.4,-5.8,-3.4,-31.4,42.6,0,-13.8
679.36,35.2,18.2,-19.4,1.4,8.8,-5.8,14.4,-11.8,21.2,-14.8,-21.2,-3,31.4,17.6
679.8,-40.2,19.2,-15.2,-8,-27.6,-22.2,6.8,-33,22.2,49.4,-15.2,-11.2,-6.4,1
680.24,6.8,17.6,-22,-22,-12.8,-1.8,-13.2,2.2,-9,-2.6,3.4,41.8,-41.4,-27
680.68,14.6,26.4,0.6,5.2,-3.8,-38.2,-29.4,7.6,-10.6,1.8,30.6,18.4,21.4,-14.4
681.12,16.2,-4.8,-39.4,-21.4,-18,-1.6,-4,34.8,15.6,-4.2,-10.2,14.2,12.4,-16
681.57,-13.4,-6.6,-3.2,-8.6,-26.2,-26.2,28.4,29.4,-11,-20.6,1.2,37.8,4.4,1.8
682.01,6,1,2.8,-5,12,24.8,24.6,13.8,2.6,-15.8,0,22,39.6,22.6
682.45,6,-1.8,44.2,-17.6,23,2.8,4.4,-13.6,16.8,-1.8,-38,20.8,8.2,-11.2
682.89,-7.4,-8.2,17.8,10.2,-16.8,34.4,7.6,6.6,-3.8,5.4,3.4,-8.4,9.2,4.8
683.33,18.8,-0.2,16.8,17,-15.8,-4.4,16,-30,3.8,51.8,-2,1.2,14.2,4.2
683.77,8.4,15.4,24.8,5,19.2,1.6,-19.6,7.2,-2,6.6,-1.6,-20.4,-2.2,-0.6
684.21,14.4,-23.2,47.6,29,13.8,12.6,6.6,31.8,-29.6,-8,-9.2,32.6,9.2,8
684.65,-8.6,-46.2,-11.6,-6,23,-17.2,-7.6,24.6,-6.8,-28.8,5.8,31.6,17.2,-18.2
685.09,-8.2,-14.4,-24.6,-18,-16.2,1.4,-21.4,-20,-7.2,-15.2,-29.8,5.2,-14.2,26.6
685.53,-6.2,19,-30.4,19,28.2,-4.6,-5.4,-17.4,-14.2,4,-16.2,59.6,2.2,53
685.97,16,-16.2,-6.8,2.2,37.6,17,-2.2,-19,-19.8,-12.2,-57.2,37.6,-18,-6.6
686.41,0.6,33.4,15.8,46.2,-29.2,24.2,2.8,-25.4,-28.8,2.4,-29.2,-17.4,4.8,0.4
686.85,-37.2,21.6,-11.2,-8.6,13.8,35,3.4,11.8,3.6,30.4,-17,-26.8,-37.8,20.4
687.29,16,-14.2,25.2,13.8,13.4,-16.2,12,-11.6,2,-4.8,-31.2,-7.6,-18.6,19.2
687.73,-14.8,21.8,-9.6,-13.2,-4.6,-5.2,20.2,13.8,-20.4,-20.6,25.2,21.8,31.8,9.4
688.17,22.4,1.4,19.2,-14.8,-14.4,-19.2,40,-2.6,16,-16.4,14.4,-11.2,-21,-1.8
688.61,13.8,-3,-3.8,-13.4,-50.2,11.2,25.2,-4.6,8.6,18.8,16.8,16.8,-26.4,5.8
689.04,-42.2,25.6,3,-6,-20.8,7.4,-3.4,-13.4,8.8,18.4,-3.4,-23.8,12.2,0.4
689.48,-2.6,-12.8,3.6,-5.6,-4.6,17.4,3.2,-6.8,-11.4,-6.4,-44,26.4,32.8,-25
689.92,-11.8,26.4,-8.4,-43.4,-5.2,19.2,-8,47.6,-7.2,25.2,-18.2,4.4,-19,32.2
690.36,17,6.6,-20.8,30.8,17.2,3.4,-13.6,20.8,19.6,4.2,-1.8,-2.6,6.2,-19.4
690.8,12.6,-0.2,-30.8,-2.6,27,-1.4,6.8,18.8,7.4,-25.2,12.4,29.8,-2.6,-4.2
691.23,2.6,14.2,-17.8,-4.4,26.6,14.6,-11,-23.4,-22.8,-28,-12.2,-20.4,-12.4,6
691.67,-24.2,6.4,-31.2,13.6,-10.4,-31.4,-28.2,3.4,4,17.8,-7.6,-14.6,9.8,15
692.11,-6.6,-24,-16.2,19.6,-2.4,-22,-18,11.2,37.8,-6.2,-15.2,12.6,16.4,-2
692.54,-8.6,-15.8,18.6,-4,8.4,34.4,16.8,23.6,3.8,-13.2,12.8,7.8,24.2,-11.2
692.98,-6.2,6.2,-2.6,0.6,1.6,-5.8,-20,17.2,7.2,34.8,-17.8,5,2.6,16.6
693.42,-1.2,-9.2,25.4,-38.6,1.6,-43,-10.6,-20.6,-43.4,23.4,25,7.4,15.8,-13
